,first_top_up_date,second_top_up_date,segment,survival_in_days,status
3975,2022-01-31,2022-03-07,regular,35.0,True
6523,2022-01-09,,regular,81.0,False
9190,2022-02-18,,chunk,41.0,False
2197,2022-01-13,2022-02-20,regular,38.0,True
2676,2022-03-23,,regular,8.0,False
6309,2022-03-15,,regular,16.0,False
3250,2022-02-01,,regular,58.0,False
8412,2022-02-25,2022-03-16,fast,19.0,True
2024,2022-01-26,2022-02-15,regular,20.0,True
342,2022-03-18,,regular,13.0,False
5109,2022-01-20,2022-02-22,regular,33.0,True
7209,2022-02-06,2022-02-23,fast,17.0,True
2858,2022-02-18,,regular,41.0,False
8486,2022-03-30,,fast,1.0,False
6506,2022-01-07,2022-01-20,regular,13.0,True
3746,2022-02-08,2022-02-18,regular,10.0,True
4343,2022-02-21,2022-03-18,regular,25.0,True
6077,2022-02-23,2022-03-27,regular,32.0,True
2070,2022-03-15,,regular,16.0,False
2421,2022-02-03,2022-03-10,regular,35.0,True
2761,2022-03-25,,regular,6.0,False
9877,2022-03-12,,chunk,19.0,False
6998,2022-02-19,2022-03-18,regular,27.0,True
4903,2022-02-10,2022-03-23,regular,41.0,True
290,2022-03-20,,regular,11.0,False
2535,2022-01-30,2022-03-08,regular,37.0,True
7852,2022-03-01,2022-03-24,fast,23.0,True
3854,2022-03-30,,regular,1.0,False
4541,2022-01-14,,regular,76.0,False
6741,2022-01-05,,regular,85.0,False
4747,2022-03-25,,regular,6.0,False
2590,2022-03-11,,regular,20.0,False
205,2022-02-16,2022-03-17,regular,29.0,True
4986,2022-01-11,2022-02-19,regular,39.0,True
4600,2022-01-01,2022-02-01,regular,31.0,True
1534,2022-03-08,,regular,23.0,False
9150,2022-03-17,,chunk,14.0,False
3993,2022-02-24,,regular,35.0,False
6293,2022-02-03,2022-03-09,regular,34.0,True
3404,2022-03-17,,regular,14.0,False
4860,2022-02-16,2022-03-16,regular,28.0,True
2432,2022-01-15,2022-02-13,regular,29.0,True
8497,2022-01-20,,fast,70.0,False
9814,2022-01-21,,chunk,69.0,False
2994,2022-02-07,2022-03-04,regular,25.0,True
4626,2022-02-12,2022-03-16,regular,32.0,True
6541,2022-01-30,2022-03-06,regular,35.0,True
4578,2022-02-25,2022-03-06,regular,9.0,True
6069,2022-02-16,2022-03-20,regular,32.0,True
1445,2022-01-12,2022-02-06,regular,25.0,True
5556,2022-01-09,2022-01-28,regular,19.0,True
386,2022-03-02,2022-03-14,regular,12.0,True
5663,2022-01-17,,regular,73.0,False
9925,2022-02-01,,chunk,58.0,False
8871,2022-01-01,,fast,89.0,False
3015,2022-02-14,2022-03-12,regular,26.0,True
9915,2022-02-03,,chunk,56.0,False
2533,2022-01-09,2022-02-04,regular,26.0,True
1352,2022-02-27,2022-03-27,regular,28.0,True
4806,2022-02-16,2022-03-16,regular,28.0,True
5428,2022-01-24,2022-02-09,regular,16.0,True
8251,2022-02-19,2022-03-10,fast,19.0,True
7478,2022-02-07,,fast,52.0,False
8642,2022-02-06,2022-02-22,fast,16.0,True
639,2022-01-23,2022-02-26,regular,34.0,True
4361,2022-01-10,2022-02-10,regular,31.0,True
270,2022-02-01,,regular,58.0,False
4552,2022-02-16,2022-03-17,regular,29.0,True
8492,2022-02-16,2022-02-21,fast,5.0,True
9657,2022-02-10,,chunk,49.0,False
6216,2022-03-22,,regular,9.0,False
2753,2022-03-02,2022-03-24,regular,22.0,True
1767,2022-02-21,2022-03-28,regular,35.0,True
7396,2022-02-14,2022-03-10,fast,24.0,True
8026,2022-03-08,,fast,23.0,False
6211,2022-03-22,,regular,9.0,False
6497,2022-03-09,,regular,22.0,False
2999,2022-02-11,,regular,48.0,False
9178,2022-02-11,,chunk,48.0,False
9348,2022-02-10,,chunk,49.0,False
2943,2022-03-22,,regular,9.0,False
1166,2022-02-03,,regular,56.0,False
3370,2022-01-22,2022-02-15,regular,24.0,True
7963,2022-03-04,,fast,27.0,False
3470,2022-02-14,2022-03-22,regular,36.0,True
487,2022-03-18,,regular,13.0,False
3451,2022-02-04,2022-03-10,regular,34.0,True
3507,2022-03-28,,regular,3.0,False
1120,2022-03-19,2022-03-29,regular,10.0,True
2098,2022-02-06,2022-03-09,regular,31.0,True
7030,2022-02-20,2022-03-18,fast,26.0,True
7219,2022-01-17,2022-02-10,fast,24.0,True
2520,2022-03-02,2022-03-29,regular,27.0,True
7146,2022-01-11,2022-02-09,fast,29.0,True
650,2022-02-10,,regular,49.0,False
8692,2022-02-24,2022-03-16,fast,20.0,True
9107,2022-02-04,,chunk,55.0,False
1775,2022-01-02,2022-02-11,regular,40.0,True
572,2022-03-13,,regular,18.0,False
8775,2022-01-16,2022-02-10,fast,25.0,True
6934,2022-03-21,,regular,10.0,False
6776,2022-03-25,,regular,6.0,False
9125,2022-02-05,,chunk,54.0,False
1545,2022-03-09,,regular,22.0,False
60,2022-02-01,2022-02-26,regular,25.0,True
4885,2022-02-23,2022-03-21,regular,26.0,True
9198,2022-01-07,,chunk,83.0,False
8489,2022-01-12,2022-02-08,fast,27.0,True
8423,2022-03-16,,fast,15.0,False
3374,2022-01-04,,regular,86.0,False
2805,2022-03-21,,regular,10.0,False
4873,2022-01-03,2022-01-31,regular,28.0,True
9504,2022-01-24,2022-03-23,chunk,58.0,True
2669,2022-02-18,2022-03-13,regular,23.0,True
5014,2022-01-28,,regular,62.0,False
8755,2022-03-03,,fast,28.0,False
9685,2022-02-03,,chunk,56.0,False
2642,2022-03-29,,regular,2.0,False
8989,2022-02-17,2022-03-11,fast,22.0,True
8986,2022-01-25,2022-03-03,fast,37.0,True
1721,2022-01-24,,regular,66.0,False
6985,2022-02-23,2022-03-28,regular,33.0,True
4263,2022-01-26,,regular,64.0,False
6113,2022-02-09,2022-03-02,regular,21.0,True
5850,2022-02-02,,regular,57.0,False
6560,2022-03-27,,regular,4.0,False
8227,2022-02-18,2022-02-18,fast,0.0,True
7828,2022-03-09,,fast,22.0,False
2433,2022-02-13,2022-03-06,regular,21.0,True
1087,2022-01-16,,regular,74.0,False
3335,2022-01-10,2022-02-06,regular,27.0,True
6575,2022-02-13,2022-03-17,regular,32.0,True
8117,2022-03-20,2022-03-27,fast,7.0,True
3978,2022-03-20,,regular,11.0,False
6239,2022-02-16,,regular,43.0,False
4118,2022-03-24,,regular,7.0,False
9736,2022-03-09,,chunk,22.0,False
5866,2022-03-17,,regular,14.0,False
5407,2022-01-08,,regular,82.0,False
7559,2022-02-17,2022-03-30,fast,41.0,True
7833,2022-02-11,2022-03-09,fast,26.0,True
211,2022-01-12,,regular,78.0,False
1289,2022-02-14,2022-03-12,regular,26.0,True
7112,2022-02-14,,fast,45.0,False
6171,2022-01-18,2022-02-21,regular,34.0,True
2029,2022-01-28,2022-03-04,regular,35.0,True
4414,2022-02-19,,regular,40.0,False
7912,2022-01-16,,fast,74.0,False
8814,2022-03-11,,fast,20.0,False
2150,2022-02-19,,regular,40.0,False
715,2022-02-15,2022-03-04,regular,17.0,True
1245,2022-01-13,2022-02-16,regular,34.0,True
4802,2022-02-19,,regular,40.0,False
8282,2022-02-06,2022-02-27,fast,21.0,True
6766,2022-01-07,2022-02-12,regular,36.0,True
6585,2022-01-02,2022-01-27,regular,25.0,True
5376,2022-01-10,2022-02-02,regular,23.0,True
3084,2022-01-30,,regular,60.0,False
2744,2022-02-21,,regular,38.0,False
5940,2022-02-26,2022-03-26,regular,28.0,True
8185,2022-03-26,,fast,5.0,False
6285,2022-03-30,,regular,1.0,False
9440,2022-02-19,,chunk,40.0,False
2724,2022-03-26,,regular,5.0,False
3265,2022-01-30,,regular,60.0,False
4801,2022-02-26,2022-03-23,regular,25.0,True
298,2022-03-28,,regular,3.0,False
7892,2022-01-09,,fast,81.0,False
5104,2022-03-06,2022-03-27,regular,21.0,True
7449,2022-02-23,2022-03-01,fast,6.0,True
9591,2022-01-21,,chunk,69.0,False
4101,2022-02-22,2022-03-27,regular,33.0,True
1966,2022-02-09,,regular,50.0,False
9175,2022-01-19,,chunk,71.0,False
41,2022-01-10,2022-01-30,regular,20.0,True
4772,2022-01-20,2022-02-27,regular,38.0,True
3324,2022-02-28,2022-03-24,regular,24.0,True
8020,2022-02-27,,fast,32.0,False
5122,2022-03-19,,regular,12.0,False
1189,2022-01-08,,regular,82.0,False
5869,2022-01-20,2022-02-15,regular,26.0,True
1953,2022-03-02,2022-03-31,regular,29.0,True
2060,2022-03-17,,regular,14.0,False
4619,2022-02-18,,regular,41.0,False
8807,2022-02-11,2022-03-12,fast,29.0,True
967,2022-02-10,2022-03-16,regular,34.0,True
4447,2022-01-27,2022-02-24,regular,28.0,True
5354,2022-01-16,,regular,74.0,False
6803,2022-01-08,2022-02-09,regular,32.0,True
4952,2022-03-29,,regular,2.0,False
3798,2022-03-07,,regular,24.0,False
1668,2022-01-03,,regular,87.0,False
3296,2022-01-15,,regular,75.0,False
6840,2022-02-06,,regular,53.0,False
7365,2022-01-17,2022-02-11,fast,25.0,True
3456,2022-01-10,2022-02-16,regular,37.0,True
5926,2022-03-10,,regular,21.0,False
7821,2022-03-21,,fast,10.0,False
1574,2022-02-05,2022-03-07,regular,30.0,True
1498,2022-01-01,2022-01-23,regular,22.0,True
7940,2022-03-30,,fast,1.0,False
6895,2022-02-15,2022-03-22,regular,35.0,True
5042,2022-02-18,2022-03-23,regular,33.0,True
943,2022-02-10,,regular,49.0,False
1395,2022-03-29,,regular,2.0,False
8766,2022-01-26,,fast,64.0,False
2219,2022-03-25,,regular,6.0,False
5244,2022-01-01,,regular,89.0,False
1871,2022-03-07,,regular,24.0,False
5002,2022-03-22,,regular,9.0,False
9532,2022-02-12,,chunk,47.0,False
1662,2022-03-08,,regular,23.0,False
5954,2022-02-28,2022-03-24,regular,24.0,True
8996,2022-01-15,2022-02-04,fast,20.0,True
1083,2022-03-15,,regular,16.0,False
6612,2022-02-07,2022-03-11,regular,32.0,True
7610,2022-01-19,2022-02-03,fast,15.0,True
6333,2022-03-01,2022-03-30,regular,29.0,True
564,2022-02-01,2022-03-09,regular,36.0,True
4939,2022-01-15,2022-02-19,regular,35.0,True
9027,2022-01-08,,chunk,82.0,False
5717,2022-01-31,,regular,59.0,False
5280,2022-01-26,2022-02-24,regular,29.0,True
3,2022-02-09,2022-03-11,regular,30.0,True
4623,2022-03-06,,regular,25.0,False
3308,2022-02-02,2022-02-26,regular,24.0,True
8546,2022-01-31,,fast,59.0,False
4811,2022-01-07,2022-01-23,regular,16.0,True
4648,2022-03-13,,regular,18.0,False
5327,2022-03-29,,regular,2.0,False
2193,2022-02-04,2022-03-15,regular,39.0,True
6992,2022-02-05,,regular,54.0,False
3582,2022-01-02,2022-01-31,regular,29.0,True
4643,2022-02-02,,regular,57.0,False
5217,2022-03-29,,regular,2.0,False
2152,2022-01-30,2022-03-04,regular,33.0,True
3182,2022-02-23,2022-03-20,regular,25.0,True
8015,2022-01-06,2022-01-26,fast,20.0,True
5683,2022-01-09,,regular,81.0,False
3759,2022-02-28,2022-03-26,regular,26.0,True
3838,2022-02-22,2022-03-17,regular,23.0,True
5023,2022-01-25,2022-02-27,regular,33.0,True
9112,2022-01-08,2022-03-09,chunk,60.0,True
6678,2022-01-01,,regular,89.0,False
139,2022-01-31,,regular,59.0,False
5579,2022-01-29,2022-03-01,regular,31.0,True
4799,2022-02-04,,regular,55.0,False
5423,2022-03-04,,regular,27.0,False
2758,2022-01-19,2022-02-18,regular,30.0,True
8741,2022-03-06,,fast,25.0,False
4497,2022-01-08,2022-02-11,regular,34.0,True
6747,2022-01-15,,regular,75.0,False
8342,2022-02-25,,fast,34.0,False
891,2022-02-20,2022-03-22,regular,30.0,True
18,2022-03-13,,regular,18.0,False
8111,2022-02-17,2022-03-09,fast,20.0,True
4345,2022-01-05,,regular,85.0,False
3786,2022-03-21,,regular,10.0,False
1094,2022-01-17,2022-02-07,regular,21.0,True
7261,2022-03-07,2022-03-31,fast,24.0,True
4189,2022-02-14,2022-03-23,regular,37.0,True
7061,2022-01-05,2022-01-25,fast,20.0,True
9757,2022-02-02,,chunk,57.0,False
9361,2022-01-26,2022-03-28,chunk,61.0,True
8088,2022-01-11,,fast,79.0,False
2799,2022-03-08,,regular,23.0,False
9452,2022-02-02,,chunk,57.0,False
1847,2022-02-02,,regular,57.0,False
9041,2022-03-19,,chunk,12.0,False
797,2022-03-28,,regular,3.0,False
2142,2022-02-21,2022-03-29,regular,36.0,True
9859,2022-02-23,,chunk,36.0,False
6097,2022-02-21,,regular,38.0,False
6065,2022-02-26,2022-03-27,regular,29.0,True
8931,2022-03-23,,fast,8.0,False
9837,2022-02-01,,chunk,58.0,False
2906,2022-02-20,2022-03-18,regular,26.0,True
6569,2022-03-11,,regular,20.0,False
3922,2022-01-16,2022-02-22,regular,37.0,True
1316,2022-01-28,2022-03-04,regular,35.0,True
4660,2022-03-16,,regular,15.0,False
9516,2022-02-09,,chunk,50.0,False
1380,2022-02-24,,regular,35.0,False
8836,2022-01-11,2022-02-26,fast,46.0,True
8183,2022-01-23,2022-02-15,fast,23.0,True
6070,2022-02-10,,regular,49.0,False
7781,2022-01-02,,fast,88.0,False
237,2022-01-30,2022-02-23,regular,24.0,True
2404,2022-01-15,2022-02-07,regular,23.0,True
8932,2022-01-08,2022-02-09,fast,32.0,True
7780,2022-02-15,2022-02-21,fast,6.0,True
5441,2022-02-02,2022-03-06,regular,32.0,True
8976,2022-01-12,2022-01-23,fast,11.0,True
4161,2022-01-23,2022-02-22,regular,30.0,True
9141,2022-03-30,,chunk,1.0,False
3968,2022-03-07,2022-03-27,regular,20.0,True
4299,2022-01-25,2022-02-17,regular,23.0,True
9587,2022-03-15,,chunk,16.0,False
1365,2022-01-17,,regular,73.0,False
9313,2022-03-03,,chunk,28.0,False
5240,2022-03-16,,regular,15.0,False
4341,2022-01-29,,regular,61.0,False
542,2022-03-27,,regular,4.0,False
4382,2022-03-29,,regular,2.0,False
1921,2022-03-27,,regular,4.0,False
3449,2022-02-22,,regular,37.0,False
3924,2022-03-27,,regular,4.0,False
1646,2022-03-02,2022-03-16,regular,14.0,True
8462,2022-02-23,2022-03-11,fast,16.0,True
9722,2022-03-01,,chunk,30.0,False
4536,2022-02-11,2022-03-16,regular,33.0,True
823,2022-01-18,2022-02-14,regular,27.0,True
9998,2022-02-25,,chunk,34.0,False
9970,2022-02-09,,chunk,50.0,False
7287,2022-02-22,,fast,37.0,False
6119,2022-02-21,2022-03-14,regular,21.0,True
3101,2022-02-17,,regular,42.0,False
8830,2022-03-05,,fast,26.0,False
9164,2022-01-13,,chunk,77.0,False
6307,2022-02-17,2022-03-16,regular,27.0,True
5048,2022-03-01,,regular,30.0,False
9251,2022-01-20,2022-03-19,chunk,58.0,True
3810,2022-01-15,2022-01-31,regular,16.0,True
8708,2022-03-14,,fast,17.0,False
9035,2022-02-28,,chunk,31.0,False
185,2022-02-23,2022-03-27,regular,32.0,True
9789,2022-01-30,,chunk,60.0,False
7904,2022-03-29,,fast,2.0,False
3790,2022-01-03,2022-02-03,regular,31.0,True
6354,2022-01-22,2022-02-22,regular,31.0,True
186,2022-02-06,,regular,53.0,False
5128,2022-01-07,2022-01-29,regular,22.0,True
816,2022-02-09,2022-03-17,regular,36.0,True
2834,2022-03-03,,regular,28.0,False
9633,2022-02-16,,chunk,43.0,False
8431,2022-01-24,2022-02-08,fast,15.0,True
2675,2022-02-17,2022-03-09,regular,20.0,True
1620,2022-03-25,,regular,6.0,False
5952,2022-01-16,2022-02-16,regular,31.0,True
1039,2022-02-16,2022-03-11,regular,23.0,True
4137,2022-01-05,2022-01-30,regular,25.0,True
408,2022-03-22,,regular,9.0,False
401,2022-02-12,2022-03-09,regular,25.0,True
7695,2022-02-09,2022-03-09,fast,28.0,True
7808,2022-03-16,,fast,15.0,False
5709,2022-03-09,2022-03-21,regular,12.0,True
9590,2022-02-18,,chunk,41.0,False
366,2022-01-14,2022-02-16,regular,33.0,True
2009,2022-01-05,2022-02-05,regular,31.0,True
1614,2022-03-07,2022-03-22,regular,15.0,True
5094,2022-01-28,2022-03-14,regular,45.0,True
8673,2022-03-02,,fast,29.0,False
6864,2022-01-18,2022-02-18,regular,31.0,True
4408,2022-03-16,,regular,15.0,False
367,2022-03-11,,regular,20.0,False
4642,2022-01-10,,regular,80.0,False
4662,2022-03-27,,regular,4.0,False
5918,2022-01-05,2022-02-09,regular,35.0,True
9539,2022-03-12,,chunk,19.0,False
6772,2022-03-02,,regular,29.0,False
8510,2022-01-27,2022-02-16,fast,20.0,True
759,2022-03-19,,regular,12.0,False
6303,2022-01-02,2022-02-02,regular,31.0,True
3018,2022-02-24,,regular,35.0,False
8362,2022-01-08,,fast,82.0,False
5332,2022-03-27,,regular,4.0,False
2366,2022-02-12,2022-03-05,regular,21.0,True
1396,2022-03-03,2022-03-26,regular,23.0,True
9934,2022-02-25,,chunk,34.0,False
4204,2022-02-02,2022-03-06,regular,32.0,True
3890,2022-03-22,,regular,9.0,False
9629,2022-01-15,2022-03-15,chunk,59.0,True
6779,2022-03-17,,regular,14.0,False
9720,2022-01-17,,chunk,73.0,False
3304,2022-03-30,,regular,1.0,False
3807,2022-02-22,,regular,37.0,False
9020,2022-03-07,,chunk,24.0,False
7222,2022-03-18,,fast,13.0,False
6294,2022-01-29,,regular,61.0,False
7383,2022-03-12,,fast,19.0,False
8000,2022-03-14,,fast,17.0,False
3202,2022-01-11,2022-02-09,regular,29.0,True
9725,2022-03-04,,chunk,27.0,False
7052,2022-01-26,2022-02-11,fast,16.0,True
5576,2022-02-01,2022-03-02,regular,29.0,True
6780,2022-01-26,,regular,64.0,False
3720,2022-03-14,,regular,17.0,False
4923,2022-01-26,,regular,64.0,False
2803,2022-01-23,2022-02-26,regular,34.0,True
9940,2022-02-16,,chunk,43.0,False
7814,2022-03-03,,fast,28.0,False
8385,2022-03-02,,fast,29.0,False
6010,2022-02-04,,regular,55.0,False
4901,2022-02-23,2022-03-27,regular,32.0,True
3411,2022-01-06,2022-02-03,regular,28.0,True
3291,2022-02-11,,regular,48.0,False
3219,2022-01-11,2022-02-18,regular,38.0,True
8554,2022-01-03,,fast,87.0,False
7511,2022-02-28,,fast,31.0,False
8834,2022-01-24,2022-02-09,fast,16.0,True
3022,2022-02-17,2022-03-18,regular,29.0,True
5700,2022-01-13,2022-02-19,regular,37.0,True
4574,2022-02-03,2022-02-28,regular,25.0,True
4244,2022-02-03,2022-03-05,regular,30.0,True
1738,2022-03-15,,regular,16.0,False
981,2022-01-11,,regular,79.0,False
400,2022-01-29,2022-03-09,regular,39.0,True
6359,2022-02-28,2022-03-27,regular,27.0,True
6470,2022-03-25,,regular,6.0,False
801,2022-02-19,,regular,40.0,False
7616,2022-01-19,,fast,71.0,False
2710,2022-01-01,2022-02-06,regular,36.0,True
7242,2022-02-18,,fast,41.0,False
7406,2022-02-25,,fast,34.0,False
9942,2022-02-01,,chunk,58.0,False
9161,2022-01-20,2022-03-21,chunk,60.0,True
8540,2022-03-14,,fast,17.0,False
2475,2022-03-12,,regular,19.0,False
284,2022-03-22,,regular,9.0,False
2975,2022-02-25,2022-03-31,regular,34.0,True
7565,2022-01-10,2022-01-22,fast,12.0,True
2396,2022-03-18,,regular,13.0,False
1065,2022-03-30,,regular,1.0,False
4103,2022-03-27,,regular,4.0,False
3152,2022-03-15,,regular,16.0,False
8528,2022-01-07,2022-02-16,fast,40.0,True
9836,2022-01-15,,chunk,75.0,False
3555,2022-03-05,,regular,26.0,False
8925,2022-03-05,2022-03-11,fast,6.0,True
6276,2022-03-28,,regular,3.0,False
122,2022-02-20,2022-03-25,regular,33.0,True
4732,2022-01-26,,regular,64.0,False
5535,2022-03-28,,regular,3.0,False
5025,2022-03-20,,regular,11.0,False
34,2022-01-22,2022-02-16,regular,25.0,True
3878,2022-01-23,2022-02-15,regular,23.0,True
3692,2022-03-20,,regular,11.0,False
8884,2022-02-23,2022-03-10,fast,15.0,True
3836,2022-01-03,2022-02-03,regular,31.0,True
7456,2022-01-03,2022-03-02,fast,58.0,True
7234,2022-01-31,2022-02-28,fast,28.0,True
5342,2022-01-28,2022-02-24,regular,27.0,True
3909,2022-02-20,2022-03-07,regular,15.0,True
7547,2022-02-16,2022-03-23,fast,35.0,True
5777,2022-03-22,,regular,9.0,False
5570,2022-02-02,2022-03-03,regular,29.0,True
2379,2022-02-04,2022-02-27,regular,23.0,True
2505,2022-01-25,2022-03-02,regular,36.0,True
2773,2022-02-27,,regular,32.0,False
2256,2022-01-05,,regular,85.0,False
9793,2022-01-05,2022-02-26,chunk,52.0,True
1707,2022-02-19,2022-03-07,regular,16.0,True
6582,2022-02-09,2022-03-18,regular,37.0,True
3017,2022-01-09,,regular,81.0,False
264,2022-01-11,,regular,79.0,False
5679,2022-01-19,2022-02-02,regular,14.0,True
6152,2022-03-28,,regular,3.0,False
3124,2022-01-28,2022-03-09,regular,40.0,True
1057,2022-02-05,2022-02-26,regular,21.0,True
4466,2022-01-04,,regular,86.0,False
8531,2022-02-22,2022-03-23,fast,29.0,True
4388,2022-03-14,,regular,17.0,False
4174,2022-03-14,,regular,17.0,False
1021,2022-01-21,2022-02-21,regular,31.0,True
7412,2022-03-17,,fast,14.0,False
5414,2022-02-04,,regular,55.0,False
1465,2022-03-26,,regular,5.0,False
9647,2022-02-09,,chunk,50.0,False
1955,2022-03-27,,regular,4.0,False
1095,2022-03-20,,regular,11.0,False
4087,2022-02-06,2022-03-07,regular,29.0,True
5513,2022-02-14,2022-03-15,regular,29.0,True
6032,2022-01-01,2022-01-27,regular,26.0,True
763,2022-03-24,,regular,7.0,False
9700,2022-03-20,,chunk,11.0,False
828,2022-03-21,,regular,10.0,False
3885,2022-01-22,2022-02-15,regular,24.0,True
3777,2022-03-19,,regular,12.0,False
3274,2022-01-02,2022-01-30,regular,28.0,True
8348,2022-01-18,2022-03-09,fast,50.0,True
5460,2022-02-17,2022-03-24,regular,35.0,True
9446,2022-03-21,,chunk,10.0,False
3119,2022-03-24,,regular,7.0,False
4766,2022-01-02,2022-02-12,regular,41.0,True
4154,2022-01-27,2022-02-10,regular,14.0,True
503,2022-01-07,2022-02-08,regular,32.0,True
4991,2022-02-22,2022-03-31,regular,37.0,True
5821,2022-03-30,,regular,1.0,False
8792,2022-02-04,2022-03-29,fast,53.0,True
9812,2022-03-08,,chunk,23.0,False
5651,2022-01-14,2022-02-13,regular,30.0,True
9630,2022-01-24,,chunk,66.0,False
6639,2022-03-26,,regular,5.0,False
9906,2022-03-26,,chunk,5.0,False
2089,2022-02-21,2022-03-19,regular,26.0,True
3397,2022-02-02,2022-02-23,regular,21.0,True
8527,2022-03-23,,fast,8.0,False
7147,2022-02-20,2022-03-09,fast,17.0,True
4988,2022-01-13,2022-02-06,regular,24.0,True
8379,2022-01-31,2022-02-12,fast,12.0,True
8667,2022-02-15,,fast,44.0,False
4816,2022-01-23,2022-02-26,regular,34.0,True
1882,2022-02-23,2022-03-27,regular,32.0,True
6800,2022-01-18,2022-02-10,regular,23.0,True
6288,2022-03-13,,regular,18.0,False
6810,2022-03-03,,regular,28.0,False
8254,2022-03-09,2022-03-25,fast,16.0,True
7871,2022-03-22,,fast,9.0,False
8353,2022-02-27,2022-03-28,fast,29.0,True
8221,2022-02-16,2022-03-09,fast,21.0,True
8805,2022-03-24,,fast,7.0,False
3551,2022-03-23,,regular,8.0,False
8384,2022-02-27,2022-03-26,fast,27.0,True
9299,2022-03-16,,chunk,15.0,False
8426,2022-02-18,,fast,41.0,False
6483,2022-02-13,,regular,46.0,False
3461,2022-03-24,,regular,7.0,False
7221,2022-03-04,2022-03-06,fast,2.0,True
8804,2022-03-21,,fast,10.0,False
6080,2022-01-26,,regular,64.0,False
3400,2022-01-28,,regular,62.0,False
7019,2022-02-07,2022-03-16,fast,37.0,True
5013,2022-01-10,2022-02-07,regular,28.0,True
7740,2022-01-27,2022-03-10,fast,42.0,True
9393,2022-03-16,,chunk,15.0,False
8664,2022-01-11,2022-02-12,fast,32.0,True
1267,2022-02-20,2022-03-14,regular,22.0,True
9975,2022-02-11,,chunk,48.0,False
601,2022-02-04,,regular,55.0,False
7101,2022-02-26,,fast,33.0,False
3375,2022-03-13,,regular,18.0,False
2156,2022-03-24,,regular,7.0,False
2879,2022-03-09,2022-03-23,regular,14.0,True
9559,2022-02-23,,chunk,36.0,False
2764,2022-01-14,2022-02-06,regular,23.0,True
6490,2022-03-19,,regular,12.0,False
